datetime,open,high,low,close,volume,return
20240823,125.85,129.6,125.22,129.37,245821872,0.04549862615160838
20240826,129.56,131.26,124.37,126.46,257293117,-0.022493622941949565
20240827,125.05,129.2,123.88,128.3,234391274,0.014550055353471647
20240828,128.05,128.33,122.64,125.61,301759834,-0.020966484801247187
20240829,121.38,124.43,116.71,117.59,325743273,-0.06384841971180633
20240830,119.47,121.75,117.22,119.37,247252900,0.015137341610681254
20240903,116.01,116.21,107.29,108.0,353878209,-0.09525006282985682
20240904,105.4,109.99,104.12,106.21,300265583,-0.016574074074074185
20240905,104.97,109.65,104.76,107.21,236896049,0.009415309292910345
20240906,108.06,108.15,100.95,102.83,307106247,-0.040854397910642604
20240909,104.86,106.55,103.69,106.47,207564871,0.03539823008849563
20240910,107.81,109.4,104.95,108.1,211500638,0.015309476847938264
20240911,109.44,117.18,107.42,116.91,350983556,0.08149861239592981
20240912,116.84,120.79,115.38,119.14,288861633,0.019074501753485684
20240913,119.05,119.96,117.6,119.1,185856246,-0.0003357394661742674
20240916,116.79,118.18,114.36,116.78,188907194,-0.019479429051217356
20240917,118.17,118.8,114.83,115.59,182258328,-0.010190101044699418
20240918,115.92,117.7,113.22,113.37,238193758,-0.019205813651699932
20240919,117.35,119.66,117.25,117.87,215714327,0.039693040486901365
20240920,117.06,118.62,115.39,116.0,203036789,-0.01586493594638161
20240923,116.54,116.99,114.86,116.26,154285261,0.0022413793103448487
20240924,116.5,121.8,115.38,120.87,276243546,0.03965250301049372
20240925,122.02,124.94,121.61,123.51,222264093,0.021841648051625695
20240926,126.79,127.67,121.8,124.04,235250692,0.004291150514128317
